horizon,mse,rmse,mae,mape,mdape,smape,coverage
74 days,306.77184965539067,17.514903643908255,12.614877474911859,0.36951788518820344,0.2795701415477133,0.3393974654650092,0.9074074074074074
75 days,341.7950627537294,18.487700310036654,13.375299414156578,0.3932623606792885,0.28959421299915655,0.3626698403332534,0.8703703703703703
76 days,406.64635775941304,20.165474399562562,13.835226658038062,0.34027559890350845,0.28959421299915655,0.36048388537318693,0.8703703703703703
77 days,517.0133290901265,22.737927106271727,15.201292002935572,0.3627023317436044,0.30392383148036395,0.38382139778567204,0.8518518518518519
78 days,553.2304523969267,23.520851438604996,15.670280002272333,0.38831965756509146,0.3234835653703641,0.4078126289254799,0.8333333333333334
79 days,622.1923338169084,24.943783470374104,16.094776307806416,0.46942163997495134,0.30392383148036395,0.428104271757637,0.8333333333333334
80 days,607.1602553806033,24.64062205750097,15.835151937140935,0.47302308258115533,0.3087185566813194,0.43996444050200945,0.8518518518518519
81 days,667.2789882051562,25.8317438088325,16.870676953458755,0.5156673076827111,0.3617697746472956,0.4678529993034296,0.8148148148148148
82 days,696.7129788271427,26.395321154082264,17.465508866731486,0.5459483152050179,0.3840176295625106,0.4905993702195951,0.7962962962962963
83 days,722.2923893728888,26.875497937208323,17.707376060506395,0.5656198150900746,0.4289538562254732,0.49797498861895967,0.7777777777777778
84 days,688.225206776776,26.234046709891633,17.142684221390073,0.5930624913350039,0.43112716939519885,0.505168385988122,0.7962962962962963
85 days,533.3849286582406,23.09512781212177,15.603725342645431,0.615521901649391,0.43112716939519885,0.5066726321593453,0.8148148148148148
86 days,444.7117375524049,21.088189527610115,14.412361380569356,0.6173231418106556,0.4289538562254732,0.49918999118972324,0.8333333333333334
87 days,443.2401840066534,21.053270149947096,14.276250762317924,0.6363825227610532,0.4275001251959032,0.5228529440603084,0.8333333333333334
88 days,346.92515557396706,18.625926972206432,13.003763658267019,0.5281345913165032,0.36128968675461054,0.47884404658492535,0.8518518518518519
89 days,410.43930542910886,20.259301701418757,13.678098266054144,0.5819406847218436,0.3346149327128018,0.47613363204964554,0.8518518518518519
90 days,350.14940114978333,18.71227942153984,12.497969566890687,0.5314942473120544,0.2964271605827322,0.4288121990912926,0.8888888888888888
